dataset,label
"[-0.44980422371972517, -0.4331401341960932, -0.4355650701740874, -0.4711310432444763, -0.4612662900163663, -0.4775999141789484, -0.46298093266106244, -0.45854962041940167, -0.4871972169760029, -0.4175989054407643, -0.4061200687674399, -0.27195658631109915, -0.2610331930483637, -0.15129901594787465, -0.04297555569675385, 0.036585746767236915, 0.12774288990872207, 0.17886681943510663, 0.3044011291466785, 0.38779632566553246, 0.4817354641723797, 0.5933720558140567, 0.6598589686308178, 0.7480641155676444, 0.7471857428661651, 0.6627012121944519, 0.6059348253388652, 0.5204813030656662, 0.37328088564001094, 0.3201282441405952, 0.23241923611119256, 0.15839449959804464, 0.07716252037246192, -0.012164052083307267, -0.13678721519873074, -0.19016927617574853, -0.30554138871672987, -0.37218918530460504, -0.4098024445544958, -0.40561364970947644, -0.4524750975656061, -0.42358809943344405, -0.40916088536183476, -0.45154217827819504, -0.41913003295641366, -0.42783406906720284, -0.44936641355436974, -0.501240020557175, -0.4610795318944179, -0.4356484761353763, -0.432834370774658]",3
"[-0.8264441698292746, -0.7957668247166985, -0.7866723278965964, -0.7871380221458043, -0.7820599387270644, -0.8147866372783714, -0.8140153397032285, -0.8168210817194248, -0.79497411597639, -0.8402594682026838, -0.787834384897432, -0.8390635123598368, -0.7663505900372939, -0.8209482719049804, -0.8044420729938778, -0.7349282049059573, -0.6305187341812253, -0.54352095014369, -0.4521592184961712, -0.3364560401490815, -0.273902035335766, -0.16017635897566201, -0.06576493154057611, -0.00011004732567681738, 0.09698744987013619, 0.19927845608919545, 0.2690882698298726, 0.30029005304254386, 0.2187658626778007, 0.09383088152115089, 0.009560126954560159, -0.052883684130352195, -0.15048590472392373, -0.2412839410151469, -0.3860633347048659, -0.4311108503875752, -0.5068091217621398, -0.6438867311370912, -0.7434903153100277, -0.8257393709577753, -0.8625768135817223, -0.8117984447168031, -0.8372048137981445, -0.7994223781960018, -0.8268862258148585, -0.828055359748744, -0.8020336783179105, -0.8039300941586393, -0.7974826293100615, -0.8159422804267958, -0.8249831807347754]",3
"[-0.21499959875551983, -0.15100215109729684, -0.13086196289454044, -0.11784381484446119, -0.013686334516564286, -0.017716865452014216, 0.01401976822715107, 0.07700893676874421, 0.11912758318864819, 0.16169497603591831, 0.19597803377583942, 0.2266087791029078, 0.2955607435141096, 0.2960113626004991, 0.37367661255410767, 0.41316435528760714, 0.489639780719383, 0.5148448684147499, 0.5475175109165912, 0.5713000887951657, 0.6219396722416219, 0.6301216686502578, 0.6242537996377366, 0.6506958999372904, 0.600821241252229, 0.616072811810509, 0.5654743875080641, 0.5638345848550614, 0.5734644930792083, 0.5264954652941725, 0.5318180779164603, 0.5177561944221688, 0.49357076758313173, 0.5042602850977449, 0.5113100836813514, 0.4973984880093336, 0.44594810537999646, 0.441662813158446, 0.48112312647134187, 0.4441853911007323, 0.45318410484329785, 0.43431852389581677, 0.39832605139737887, 0.44230636472518003, 0.3977098047401747, 0.3782003567611235, 0.3882504526544545, 0.38378716967864884, 0.3660253079475872, 0.3308843854817203, 0.3418547975425451]",3
"[-0.6461093482128245, -0.48941827007148975, -0.39669373448643297, -0.29170027194727866, -0.1270283810988495, -0.02101673287400752, 0.09094243471498197, 0.204894390986638, 0.2900590943260264, 0.4249339279839531, 0.41493755175273467, 0.4221500350339032, 0.3705291966306267, 0.3704396602284298, 0.35421810556333144, 0.3440733482293341, 0.3323084170750366, 0.3080326731800245, 0.3058834467742019, 0.26634464339178515, 0.2886703208796539, 0.25709571189585684, 0.22817401770555226, 0.2425287249098266, 0.23047921004752217, 0.19717551970975164, 0.19687777967363604, 0.19129909535624706, 0.17258659395303194, 0.1410045220284801, 0.13916461270434013, 0.08279645850666188, 0.12156279453936186, 0.0923025306402394, 0.08355795520094966, 0.060686275037561146, 0.033982149437798564, 0.056570028505346585, -0.02261763177702985, -0.013162189545087064, -0.06264734786996026, -0.045837307313847483, -0.03442995057492142, -0.06816584754100566, -0.06861603822383375, -0.11820138992527057, -0.14362552343559107, -0.1368617366601109, -0.14367185390268283, -0.14253402923747432, -0.18668813233155923]",3
"[-0.0058134652343544355, -0.03463022230823787, -0.02085217425391447, -0.028786980826622722, -0.02649446051313182, -0.06713246366026669, -0.027798774728016867, -0.00786838969912491, -0.042876278535797126, 0.01906767057207167, -0.015069030897461467, 0.05243758002930038, 0.06410250410566655, 0.11934006054306939, 0.1453483594088201, 0.17957206192114353, 0.21916200531650817, 0.22957295445145978, 0.23933532001130034, 0.29842214276961376, 0.3174022847737343, 0.29868574347655763, 0.343792146292653, 0.26933733732338283, 0.25283843979731413, 0.2235416207184981, 0.23320810727973532, 0.21482490739759752, 0.13914543589635128, 0.1376997542077422, 0.11313555102828106, 0.06861775684672053, -0.004938801093022985, 0.019014186809370535, -0.03205963710677522, -0.06330598557318859, -0.010654977137214507, -0.032034804069246775, -0.036078273717907824, -0.025165825553340515, -0.052209654089598066, -0.016816487593065213, -0.005311414519941521, -0.02861394447431277, -0.0545736105673032, -0.04555419520252853, -0.028853784129833325, -0.05428181730214986, -0.03131266614801968, -0.02809126658143021, -0.04903592156103751]",3
"[0.2278799247866516, 0.2642058487519394, 0.2727030850639882, 0.2799210671792582, 0.2618548566021335, 0.2691390469687414, 0.3249847612229965, 0.32601819053845743, 0.3323832530712028, 0.3643015860879079, 0.3441001536258177, 0.3183705786753792, 0.3639479539218306, 0.36632747100586105, 0.34992817179410657, 0.3266657554126959, 0.22923589858824833, 0.25598651688967317, 0.2199884498476904, 0.21013605498259458, 0.14463902008126328, 0.12385251702970526, 0.07338965946846682, 0.05097937336068806, 0.0018868842283558153, -0.022266172761480088, -0.06976091788778527, -0.0932628963254141, -0.14877436255441978, -0.11080154454632332, -0.1585773896721488, -0.20582297112301032, -0.221064246376776, -0.23983761481310373, -0.31358232967167493, -0.3049058708077632, -0.38649250952941133, -0.3771500877977791, -0.443915506640499, -0.47842003177607556, -0.5223751031508662, -0.500523459530945, -0.5767110752878785, -0.5653598630929677, -0.6154256215378003, -0.6160788850399223, -0.6771041231184571, -0.6904838528657592, -0.7599648280843203, -0.7429010895725802, -0.7957001090593063]",3
"[-0.7715428788504554, -0.49747712444174114, -0.18442649542739667, 0.10346175277931619, 0.3936839329304042, 0.3731272968974619, 0.4097087414855844, 0.3959923950359633, 0.41751779467328387, 0.4041945136513665, 0.39922336564638333, 0.37370069561431374, 0.41395202016510646, 0.38099108461960507, 0.36927906760275014, 0.3936931827299243, 0.34205799315606794, 0.36174940237252645, 0.3596116591184761, 0.37533174815702164, 0.3699488948782993, 0.37485437812306466, 0.3637138535383792, 0.3467162870503792, 0.34842121898711614, 0.34801372716818746, 0.33475010959916573, 0.3515458052374832, 0.358693565360436, 0.32749819974779265, 0.3352525864642376, 0.34121072360661164, 0.35414734703722367, 0.30968184608325855, 0.32379386571909263, 0.3346569494095293, 0.31055010180158155, 0.3133881790883387, 0.28979516190636373, 0.33706618099441094, 0.32203489673283053, 0.2866641279130876, 0.28060308367392295, 0.3105307769897421, 0.33877199452487045, 0.3061556630555242, 0.29813731507787555, 0.30854371873079706, 0.29972191006810733, 0.27112253848454093, 0.31924988461223847]",3
"[-0.12308835171789141, -0.07594724099209799, 0.032559632145895544, 0.12136176741494892, 0.20013067375147206, 0.2946546241289314, 0.3910637668857764, 0.4445351237998598, 0.5514998370063952, 0.5911133818536867, 0.5926970756101188, 0.5971104106923859, 0.5374118193692513, 0.5564166480266075, 0.5379829163427433, 0.5461066724461066, 0.5192841257131093, 0.4745482949764645, 0.4696979033136535, 0.42067128584380925, 0.4206054001183919, 0.39896717722546776, 0.3597735782620116, 0.30284106586409715, 0.31801944952531214, 0.3179095419105392, 0.26545919345238417, 0.2358581641937407, 0.23849620685322656, 0.20421879968497256, 0.1714324688224252, 0.17759088732978776, 0.128711307842875, 0.10570064738570002, 0.0977324395202484, 0.09433678016150732, 0.07310946423823758, 0.03697475156678904, -0.027578018993863626, 0.011797325128948561, -0.009759260355953266, -0.08560586602532294, -0.09627904820096045, -0.12441177280164009, -0.1301948297215074, -0.1633756968651441, -0.15193129473159864, -0.19329064865430687, -0.19687762770023629, -0.23409275804119317, -0.24846157722411963]",3
"[-0.6151950524588071, -0.6384041408678922, -0.6149481834743534, -0.6114312480750516, -0.5852542160936932, -0.6037510989848706, -0.6049195302102592, -0.6095353172085206, -0.597764235924613, -0.6184279048419691, -0.5692302543844582, -0.6091068858095549, -0.6210139572688702, -0.6142014581495173, -0.6056865662006934, -0.6496638520031145, -0.60911045917847, -0.6089119107031282, -0.6274642200972523, -0.6293860874512256, -0.5099656495313609, -0.3301142935013162, -0.21733937876514406, -0.07437842079413093, 0.053315458424028815, 0.2054292137825976, 0.31553825308786043, 0.4199468474611062, 0.5786457246507075, 0.7015695620514882, 0.8165779271821635, 0.804345532329744, 0.6496918706388498, 0.55447279802596, 0.415285734633806, 0.27353429578293553, 0.11465250667043231, -0.017003610299989442, -0.17792514198426734, -0.3202431714424163, -0.4709072976087637, -0.6204050674200249, -0.654927084043621, -0.6313194693907677, -0.6079967523790533, -0.6069846147744485, -0.5898551957192025, -0.6008214040637155, -0.6234801227785256, -0.6363492904873804, -0.6195591857371784]",3
"[-0.6725689410911366, -0.7193631509580429, -0.6743883211509438, -0.6959557880861901, -0.6800158306933279, -0.6727107960782401, -0.6755664155400924, -0.6805301552201987, -0.6668589195606529, -0.6931679670197614, -0.6986925043655449, -0.7002079561872825, -0.6713193360589984, -0.6648516175204042, -0.6885636510624639, -0.628757009389237, -0.5079139430026911, -0.38986905071593503, -0.31875637180502286, -0.25050714803887325, -0.16378696451358757, -0.04729038528584231, -0.02526629148513085, 0.11399020471690192, 0.11694238993735784, 0.0313239115173656, 0.0018512577748560377, -0.03015570831870681, -0.12791558046469653, -0.18134338040744807, -0.20663402525091254, -0.22173871721960667, -0.27171146926178014, -0.3554780926149607, -0.37985690167396924, -0.45710845513829035, -0.496634200597755, -0.5097916394177703, -0.5612431558084642, -0.5897386103309239, -0.6500238474630352, -0.6558966267088148, -0.683566085506231, -0.6670089407090042, -0.6866114303283125, -0.6896422525210105, -0.7123450517377937, -0.7110759871874497, -0.7460699593234819, -0.6744871073007602, -0.6725879552562504]",3
"[-0.6615694369548342, -0.6830497119040272, -0.6724567106591779, -0.6834068426436777, -0.6639667084736419, -0.6550698694149845, -0.6744609046236155, -0.6366926911973486, -0.6537368478682255, -0.6725967244407219, -0.6844987775908437, -0.6715927588642338, -0.6726650447078892, -0.6363724048656717, -0.5221904765219929, -0.41816178098585277, -0.30862613291361635, -0.20075493285774662, -0.12051919264959496, -0.0006075947059649284, 0.1197584652995527, 0.21291412342478291, 0.31308782117127304, 0.3514214136740124, 0.24147154408424065, 0.13437946805873813, 0.09276279359811271, -0.001794058594347392, -0.13103762482191586, -0.17190829725090953, -0.2929252081370607, -0.36218591325645333, -0.4776480231281566, -0.5335942110211003, -0.6659235604515006, -0.6825588408256239, -0.676977748023491, -0.6777849029161125, -0.6685193458433933, -0.6890099161281842, -0.6452713373364146, -0.6621899867267999, -0.6182673648728589, -0.6533704773671554, -0.6230343648378215, -0.6718708883569571, -0.650154167769817, -0.6776430961797855, -0.6408876196882699, -0.665701888180055, -0.6394509734569502]",3
"[-0.22044601401293937, -0.1875485141925801, -0.24564208994438125, -0.21752331876158132, -0.2172131818657599, -0.20706106955314824, -0.25937517724363945, -0.23154592714466607, -0.20723358463744845, -0.2438822526543565, -0.23118126899735703, -0.22104086805595985, -0.20289025076298958, -0.22681878879749065, -0.24958136804560704, -0.1472742195277713, -0.06440539895129571, 0.06247969302926954, 0.13275345628000365, 0.2169720917439651, 0.30584053829687824, 0.396438261460058, 0.49942981226245964, 0.5587408586763957, 0.5577106993891798, 0.5227789369009249, 0.44206376293618693, 0.3500612903465395, 0.29301112952580005, 0.22823611094517773, 0.12503574529446815, 0.03718870693984132, -0.014239532811916984, -0.06887580181976828, -0.1507554107141406, -0.21749196057686343, -0.2341051336774795, -0.2743025681841875, -0.213431666811537, -0.22232281715221858, -0.2463794216371487, -0.2014053957416132, -0.17185575254039176, -0.24623161822649087, -0.23558241827252357, -0.2072199902585924, -0.2092657032853202, -0.23436903042162022, -0.2148472644494112, -0.2427134703233214, -0.21912715947963385]",3
"[-0.17925187169167725, -0.1551938915141514, -0.11583753524024192, -0.09313497131233642, -0.05404267987733088, -0.05602165095620634, -0.010268333078287735, 0.006211092906606635, 0.04125541811443775, -0.010565797235367574, 0.079749727396527, 0.10162043156761916, 0.09107996670906145, 0.07870668191951119, 0.12950094456857392, 0.133902103759409, 0.1530518023071767, 0.20161805859031917, 0.1868804177131441, 0.23821544997131974, 0.22359991183242067, 0.26411236538143873, 0.27406477558318687, 0.2822770308185207, 0.3094917302446866, 0.29717262211162876, 0.3878747415783551, 0.397873991837274, 0.3913398708414708, 0.39440533112217924, 0.4331380698599781, 0.4395805133216429, 0.49382741627333965, 0.46713280589031897, 0.5316035169342668, 0.5295981232686896, 0.5378772952774952, 0.5793399054189778, 0.5518098604757332, 0.61086367945289, 0.5710192292149824, 0.5336855436185215, 0.5189179622248689, 0.5259297677202577, 0.4969464360772131, 0.5194381782412237, 0.48662520364524575, 0.4922359084008277, 0.477629718271379, 0.4623189465596081, 0.4543096562208166]",3
"[-0.15370947998207443, -0.13553831660120208, -0.19397311987735252, -0.14824022255459018, -0.15372103940650395, -0.1343866978956444, -0.1566814326207359, -0.14527177070826044, -0.11856834936120342, -0.04026317683060336, 0.00490600419795836, 0.007157730269802795, 0.04272055695772868, 0.10522838857043432, 0.06872826546488364, 0.1361314081981517, 0.19891895335787318, 0.23826389924103245, 0.30192806312717846, 0.33089308083088514, 0.361261822947359, 0.428276475052629, 0.4430674170139024, 0.48312749439306446, 0.5328883275187599, 0.5472027699864677, 0.4603029856938083, 0.3604054522515713, 0.34124220561587776, 0.24271074586899513, 0.14206542258851304, 0.061208341838481284, -0.02779856348284065, -0.08761222172188318, -0.1332541810665579, -0.1421390723728264, -0.1481727455147318, -0.15708770597838623, -0.14291420194008694, -0.16019387230471402, -0.1695032604058644, -0.1303538275297887, -0.1187221535691548, -0.13476976531179105, -0.13633704380631073, -0.17001363775576964, -0.16504273283519535, -0.14381594203992457, -0.13065766009364804, -0.15210366620209367, -0.1835413538985179]",3
"[-0.8043612764630954, -0.804836920352902, -0.8672929988691093, -0.8431693739339702, -0.826746073070299, -0.8058836801815523, -0.802021543876866, -0.7838823204627987, -0.7665075711519989, -0.8396345875290291, -0.8400045498100231, -0.8160934403474343, -0.8442449030262463, -0.7787435866772083, -0.7091972709695149, -0.5944781286032165, -0.5147639386265843, -0.4441318488425628, -0.34784013219737164, -0.23896013911438757, -0.121381830291688, -0.06341469504273448, 0.035913179875584844, 0.14408200614812228, 0.2676070615749455, 0.35646239508030286, 0.44402884183567753, 0.5273946127980865, 0.5842478152693208, 0.7189624541350599, 0.7343228107963642, 0.6054804052358014, 0.4826352137861836, 0.33861420114128943, 0.2227575681726887, 0.07656858413394194, -0.07821309938947046, -0.16446523325594833, -0.34744068158332314, -0.42289215711602285, -0.5344019746703831, -0.6980697286933419, -0.7889634410012709, -0.8254066737771294, -0.844395908270281, -0.8276307018281014, -0.79765460867369, -0.7966400531819731, -0.836818008018275, -0.8246510150412298, -0.799009470195898]",3
"[-0.6675649114378847, -0.6703904906653911, -0.6744449466326837, -0.6969192854390427, -0.6579896989829327, -0.6942314736763575, -0.6932468323324044, -0.7003468511189938, -0.6832401753434642, -0.6893602187737113, -0.7090163178064802, -0.6958015112961865, -0.6630339539865604, -0.6986943181300044, -0.7106688050487072, -0.7034940978373245, -0.6896757283301966, -0.6951432015946843, -0.49442975906524905, -0.33305838309054336, -0.1662643132720004, -0.021778129628341115, 0.17716185727693554, 0.3891709410213863, 0.47501462626947133, 0.7004483522470983, 0.7099346434930728, 0.6184066177795434, 0.5062607360201145, 0.4232331074991271, 0.3038343709784517, 0.2001441970215584, 0.14714251182411142, 0.03954631542826138, -0.0955341535728133, -0.1851294498999136, -0.3011902613113794, -0.376769842496099, -0.47784345318506505, -0.565349878898302, -0.7038805694057111, -0.695593849087549, -0.6927262701116348, -0.6583484578227261, -0.6674040561318821, -0.6973946442763554, -0.6618125127470301, -0.6865875887913019, -0.7002758654428712, -0.6870899590682121, -0.6832714346924336]",3
"[-0.19330140454491693, -0.17385897523730598, -0.2034622402647932, -0.1789003622491259, -0.20065793330977472, -0.19376867100328463, -0.19034503554282675, -0.1885267069481802, -0.1613008768882778, -0.19311705908249166, -0.16831367433053707, -0.2001609960494975, -0.1975435563246604, -0.16365508814786037, -0.1707688536300006, -0.18712651831309335, -0.09198595889632226, -0.008030734500235625, 0.15903965715353624, 0.23491386192635771, 0.3150910478453027, 0.40431078918289426, 0.5553951795098165, 0.686420232571548, 0.7757979959758375, 0.8407310708066632, 0.8307167831300227, 0.7562910880195195, 0.7090251368622218, 0.6113090034349702, 0.5103755058422678, 0.4352072681058771, 0.32374111072949485, 0.22557268603796035, 0.16917657622481463, 0.06459395370149144, 0.00012094743960578205, -0.07252070013755575, -0.15703594009836452, -0.1936703652389582, -0.16492846649674914, -0.1601323361625898, -0.1976520886156571, -0.16904256819141442, -0.17626272263476855, -0.18451003921535555, -0.17836974496046343, -0.18492497297014857, -0.1711966809645542, -0.17455766449312374, -0.174346314781182]",3
"[-0.33241266848099, -0.3015757400140671, -0.27784249337576383, -0.28177240392287894, -0.25826543544667985, -0.23158011527593386, -0.19494000187170796, -0.1728491347728984, -0.15905029013739383, -0.15194673749626517, -0.17166970182614702, -0.11393430811143045, -0.07564577211442969, -0.06207225969981296, -0.05985481326369547, -0.07881823407631239, -0.03689492460227499, -0.013532466697892376, -0.007666974272120614, 0.027244039930339664, 0.0533844249075124, 0.05646801220693029, 0.09065209326240775, 0.12639007144086922, 0.12659549765686087, 0.12987350519892785, 0.17821393583297926, 0.2249969717716651, 0.193327155899075, 0.17342609314159124, 0.20283505777746985, 0.25313398627476, 0.26073910688368873, 0.3130000701804001, 0.27918611240841495, 0.3191191440529705, 0.35235904644769545, 0.37340364718656677, 0.3690192027516551, 0.39914677711511437, 0.46452602173143986, 0.4469641837470973, 0.4490486369555836, 0.4917283111040471, 0.45668821362369627, 0.3617932729026365, 0.21552185671405358, 0.11739649392667187, 0.022549529729877595, -0.1305586852557691, -0.21488319283558993]",3
"[-0.6917466308677416, -0.6040478162790559, -0.5710941215800374, -0.5553916778293969, -0.4570480655422924, -0.4317746397245431, -0.34649753390321103, -0.31028950720375054, -0.270880678512089, -0.19084070203302955, -0.16447226826529657, -0.09668206441055813, -0.04882724501847924, 0.039931913238367645, 0.08694470651750495, 0.1825731236409937, 0.1874619943178633, 0.22616138691226384, 0.3192762370709574, 0.3162894818876533, 0.3555816610426952, 0.4792424099283952, 0.500356211887299, 0.5804396920246784, 0.6008343402726495, 0.6481876210439921, 0.7511070233800924, 0.7472952735939163, 0.7259792005480438, 0.6951041154271953, 0.7190839473940963, 0.6848011637351868, 0.6960884359902733, 0.7040141292676163, 0.7081901932280893, 0.6831805634360425, 0.644707273927863, 0.683017360999891, 0.7104835489562891, 0.6995403071283403, 0.6660833502756882, 0.6655294020106245, 0.6638698269667872, 0.6719950481409396, 0.6641803691939393, 0.6553467176075647, 0.6355081152383683, 0.6481660790117996, 0.628287560725174, 0.6656196193026074, 0.6252339612957212]",3
"[0.12070354223664521, 0.13573486511741228, 0.18569453360640914, 0.2881874241337449, 0.26152898627384225, 0.28250163665341793, 0.2965740857675366, 0.32916551921303067, 0.42211322644323657, 0.39723425175855925, 0.45423627048592685, 0.4649151958678091, 0.5345718524092753, 0.5396867581675182, 0.558010060951019, 0.6274689678941091, 0.6292781485614513, 0.6167293916216059, 0.607084234455626, 0.6059717735301572, 0.5342366130641869, 0.5275361600761669, 0.47693961594640666, 0.48412059947703934, 0.44001011718754346, 0.422583108913384, 0.35678292630528213, 0.3447468018674745, 0.3582871065598355, 0.32821641833113097, 0.3010679469460387, 0.2522870118553319, 0.21037876623748406, 0.2064715243385569, 0.1806796713775829, 0.14085067493269823, 0.13185914243403773, 0.08992367325162486, 0.09204945324975744, 0.03361412909772571, -0.0312617311310987, -0.0073706835103744, -0.06590247770597671, -0.020519044465672764, -0.09972697340288106, -0.1425587523149683, -0.1369127199309943, -0.2164793443458885, -0.1888253378911148, -0.25124009032037264, -0.262520065790324]",3
"[-0.06088420545352636, -0.05692557994804737, -0.08980662762804702, -0.039190109688715835, -0.04165165926379712, -0.0641709632335496, -0.0500390835161796, -0.06718563967714902, -0.08456958988887257, -0.04022366498609329, -0.09014490229175069, -0.03726584207137676, -0.073461430089198, -0.09885861633103843, -0.07800252300020845, -0.06915968514070839, -0.06523948680452694, -0.08797425712981954, -0.10161445635601887, -0.05327143408077262, -0.0701352846463148, -0.09943265765856651, 0.046736277936401685, 0.06379751918867155, 0.13310411055601254, 0.2187147841875567, 0.2880002723524069, 0.4121569721995407, 0.46909421339030793, 0.5280236756566161, 0.6149729024967011, 0.7146266297092806, 0.7787359191449809, 0.7637567096196387, 0.6360110444534233, 0.5742636254969139, 0.5333851278115418, 0.4554073152585042, 0.33357274246624397, 0.29329175218838327, 0.17677430057876467, 0.08619032547793802, 0.04371700013732657, -0.04049904201612824, -0.07155156503538497, -0.0955894874036954, -0.05983488985394481, -0.08854292537008682, -0.07278779311627416, -0.07400599419607208, -0.094846651978359]",3
"[-0.6091012489767135, -0.6103360822853572, -0.6459161131972905, -0.6090256409789238, -0.6412185033680914, -0.6197986908201073, -0.6083247856044788, -0.6145861368272852, -0.6436931745032318, -0.6151179469040924, -0.6195272987463359, -0.5801065812846393, -0.6363643548208436, -0.6358508680921972, -0.52836649520958, -0.4213589876129906, -0.292723475773232, -0.15202670266111873, -0.08436362132872141, 0.06402183002188144, 0.13636377527764362, 0.25092784297227805, 0.34288921364164215, 0.4650228264992553, 0.44228778908963573, 0.3798792803196995, 0.30162887040228603, 0.23115984223315206, 0.15291890338020878, 0.09772988329933281, -0.011507665723407556, -0.0574216084371557, -0.12677490848359269, -0.20602144552206988, -0.25658376119081455, -0.3291570631594863, -0.4378893514605946, -0.49848132546803325, -0.5327523976847436, -0.6090339323679733, -0.6113023692277634, -0.6407678015330733, -0.6444450014454447, -0.6208157663632042, -0.6443549070311757, -0.6068540057396787, -0.6416724769828992, -0.6065508013813562, -0.6142638961233569, -0.6031541402813247, -0.6252667070786831]",3
"[-0.8310251072285235, -0.7837589514521689, -0.8477206070766263, -0.8031313486029015, -0.781889799361072, -0.7879614974765117, -0.7861078538459123, -0.832760527373634, -0.8030413228355511, -0.8013002930983325, -0.7826343754401646, -0.814516628460228, -0.7676017875672343, -0.7854737863318669, -0.8024602725562843, -0.8134150388435041, -0.829763052972257, -0.7972672293894325, -0.7359276453947124, -0.6397419491391356, -0.5363463114182393, -0.4444938493430289, -0.3776458915724972, -0.2859720012527291, -0.21499922925029985, -0.10888318407378934, -0.0004226166503496151, 0.04370345442618279, 0.09218268948283548, -0.09639550127046659, -0.26466344672057107, -0.40038783172578873, -0.5117921952083865, -0.6469881593693616, -0.7943760778289145, -0.8150840731367885, -0.7902783553331157, -0.8015461070372396, -0.8131008690863036, -0.8199830484230077, -0.7757705626069048, -0.7709321917374952, -0.8121417361404418, -0.8233747125168376, -0.8167641113746879, -0.8176191434541327, -0.8214800594163935, -0.8098331196465609, -0.7758702765200773, -0.8068311423564143, -0.799864158769751]",3
"[-0.08903570971037607, -0.052839584078064314, -0.052864424375170846, -0.10882054318782451, -0.11029849026153489, -0.08078439266199046, -0.11664769477827636, -0.1055110646102849, -0.1178426612399133, -0.07976123031256294, -0.09331808173307007, 0.010627276117536898, 0.03735511086310637, 0.13242898455465088, 0.16334666909896067, 0.26211783318470744, 0.33600623615315434, 0.37812072253585594, 0.4442549199246657, 0.4780159357554756, 0.5582659665381096, 0.6178818502582276, 0.6382133240494049, 0.564113529657915, 0.5647179561271679, 0.5051162941943194, 0.4285931587978306, 0.4096391964697343, 0.37517857890214923, 0.31084147533436596, 0.31632742347637727, 0.2375225768417895, 0.1869119759641528, 0.12316670153940758, 0.126516945721893, 0.055413430706044424, 0.016334229991891363, -0.007414013384623094, -0.0694012619070749, -0.07892379117169507, -0.08562591563263262, -0.09313605426033769, -0.0853114744627977, -0.07258638590994379, -0.04367499954306503, -0.08830302405728185, -0.06679885111163265, -0.08660553447703578, -0.07799280264701244, -0.05738180213080661, -0.0803979784038291]",3
"[-0.7515690601715848, -0.7438435737544471, -0.7547913120658306, -0.7203148133518101, -0.7361222503566716, -0.7450076321606871, -0.7468758748125924, -0.7292509615981312, -0.7232742836366415, -0.7874672163181626, -0.7292014900443242, -0.7218087649604586, -0.779561032496749, -0.7052996595449407, -0.7276135774841308, -0.5962019657743192, -0.45212126920436424, -0.29970657380154886, -0.19717860331356168, -0.03010894508382619, 0.08095959050604451, 0.26922717399561347, 0.40242159577760195, 0.5469005955796065, 0.6804883292852569, 0.8355282905890846, 0.8216483179341426, 0.7039793212498092, 0.5850544794031115, 0.48690231977542503, 0.35679103094354325, 0.24657873899029992, 0.14012394060719766, -0.011449703495529403, -0.10456712774567167, -0.30657801267679774, -0.38464097580747175, -0.473639789501125, -0.6016677996829829, -0.71785456034871, -0.7643761651538807, -0.7254139188836688, -0.7543158191956364, -0.6889050985921968, -0.7530868919142139, -0.7549856994226993, -0.705867503650909, -0.7032183881613501, -0.7289544354289752, -0.770737991955256, -0.7493159140095222]",3
"[-0.027780667856381586, -0.06608893819113806, -0.015209671664884156, -0.004983248925643811, 0.006132839020910608, 0.034557661485877036, 0.06386920956074478, 0.037938476230017906, 0.045782251599292875, 0.0781653149024341, 0.07862276743058043, 0.12204897930057693, 0.11557088150640056, 0.14221985675172824, 0.15569534497683388, 0.15590003527406604, 0.142326254704088, 0.16166958766322026, 0.18178679171882625, 0.1978504374276686, 0.2521630850835224, 0.25002635714618365, 0.21751471872645428, 0.2748463814095765, 0.2701328192724476, 0.27689240009006394, 0.31062777756526977, 0.3145596967071159, 0.33924798833213576, 0.30282069330068084, 0.34784541276831393, 0.34727443430303506, 0.3716065398600961, 0.3861836725176795, 0.35144492959887813, 0.34557063123652615, 0.35314574525404896, 0.34061720060564304, 0.3431591298338973, 0.33183964815858324, 0.32678768506052086, 0.31784095196495316, 0.3258703052242753, 0.31714326484060645, 0.30919767680839183, 0.2909255998598221, 0.31178503280171904, 0.26860899088546947, 0.2843855686318697, 0.2341367708765304, 0.27594164311010644]",3
"[-0.209899245345396, -0.17139530397958164, -0.09891024959380348, -0.07233597471682841, 0.007234113600830713, 0.08067349522864341, 0.16073636580007447, 0.22436534190057705, 0.24136717227697083, 0.31759803072988696, 0.3960748222660653, 0.4968371345612707, 0.5426077221444177, 0.6165786150319714, 0.6660537447950134, 0.7519103840665795, 0.8163078426778748, 0.8020521109151558, 0.7994891833265094, 0.7516254762694411, 0.762631909266267, 0.7118888114195342, 0.7136142611410932, 0.6726839934403162, 0.6705293735202847, 0.6395802136948862, 0.6370547305318578, 0.6311283849675576, 0.6099131802227331, 0.5787154017597383, 0.5928410383916878, 0.5406023259307703, 0.549392335906771, 0.5765273573506836, 0.5371811105506543, 0.5096355720336403, 0.4643857882747044, 0.45216687745888634, 0.4316064669768179, 0.4292759589184299, 0.4171519342923999, 0.43149458017474285, 0.38543903146399283, 0.3742298259504554, 0.38157232914710254, 0.3580549126734691, 0.3124164304862266, 0.28604281054515346, 0.290903515674583, 0.2847602525830582, 0.23614470180307293]",3
